,fid,id,Planeamien,PATRICOVA.,PATRICOV_1,Planeami_1,PATFOR. De,Planeami_2,Plan Gener,Catálogo,Catálogo.,Catálog_1,Clasificac,Zonificaci,Dotaciones,Afecciones,Afeccion_1,Infraestru,Red Natura,Infraest_1,Vías pecu,DIC_TIPO,DIC_TIPO_2,DIC_DES,DIC_DES_2,Normativa,Normativ_1,Normativ_2
49,50,03055A00100004,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,ZRP-CR. Zona rural protegida carreteras (dominio público),No Aplica,Aplica,AF-CR. Carreteras,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
51,52,03055A00100005,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,ZRP-CR. Zona rural protegida carreteras (dominio público),No Aplica,Aplica,AF-CR. Carreteras,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
53,54,03055A00100006,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
54,55,03055A00100007,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,No Aplica,"PCV. Comunicaciones, red viaria tránsito- Primaria",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
57,58,03055A00100008,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,ZRP-CR. Zona rural protegida carreteras (dominio público),No Aplica,Aplica,AF-CR. Carreteras,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
59,60,03055A00100009,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
60,61,03055A00100010,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
61,62,03055A00100011,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
62,63,03055A00100012,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,ZRP-CR. Zona rural protegida carreteras (dominio público),No Aplica,Aplica,AF-CR. Carreteras,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
64,65,03055A00100013,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,No Aplica,"PCV. Comunicaciones, red viaria tránsito- Primaria",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
68,69,03055A00100014,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,No Aplica,"PCV. Comunicaciones, red viaria tránsito- Primaria",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
71,72,03055A00100016,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,No Aplica,"PCV. Comunicaciones, red viaria tránsito- Primaria",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
74,75,03055A00100017,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,No Aplica,"PCV. Comunicaciones, red viaria tránsito- Primaria",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
77,78,03055A00100018,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,No Aplica,"PCV. Comunicaciones, red viaria tránsito- Primaria",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
79,80,03055A00100019,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,ZRP-CR. Zona rural protegida carreteras (dominio público),No Aplica,Aplica,AF-CR. Carreteras,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
81,82,03055A00100020,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,ZRP-CR. Zona rural protegida carreteras (dominio público),No Aplica,Aplica,AF-CR. Carreteras,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
82,83,03055A00100021,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,No Aplica,"PCV. Comunicaciones, red viaria tránsito- Primaria",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
85,86,03055A00100022,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,No Aplica,"PCV. Comunicaciones, red viaria tránsito- Primaria",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
88,89,03055A00100023,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,ZRP-CR. Zona rural protegida carreteras (dominio público),No Aplica,Aplica,AF-CR. Carreteras,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
90,91,03055A00100024,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,No Aplica,"PCV. Comunicaciones, red viaria tránsito- Primaria",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
94,95,03055A00100025,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
95,96,03055A00100026,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
96,97,03055A00100027,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
97,98,03055A00100028,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,ZRP-CR. Zona rural protegida carreteras (dominio público),No Aplica,Aplica,AF-CR. Carreteras,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
99,100,03055A00100029,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,ZRP-CR. Zona rural protegida carreteras (dominio público),No Aplica,Aplica,AF-CR. Carreteras,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
